Date,U.S. Exports of Crude Oil and Petroleum Products (Thousand Barrels),U.S. Exports of Crude Oil (Thousand Barrels),U.S. Exports of Natural Gas Liquids and Liquid Refinery Gases (Thousand Barrels),U.S. Exports of Pentanes Plus (Thousand Barrels),U.S. Exports of Liquified Petroleum Gases (Thousand Barrels),U.S. Exports of Ethane-Ethylene (Thousand Barrels),U.S. Exports of Propane and Propylene (Thousand Barrels),U.S. Exports of Normal Butane-Butylene (Thousand Barrels),U.S. Exports of Isobutane-Isobutylene (Thousand Barrels),U.S. Exports of Other Liquids (Thousand Barrels),U.S. Exports of Other Hydrocarbons/Oxygenates (Thousand Barrels),U.S. Exports of Oxygenates (excluding Fuel Ethanol) (Thousand Barrels),U.S. Exports of MTBE (Thousand Barrels),U.S. Exports of Other Oxygenates (Thousand Barrels),U.S. Exports of Renewable Fuels (including Fuel Ethanol) (Thousand Barrels),U.S. Exports of Fuel Ethanol (Thousand Barrels),U.S. Exports of Biomass-Based Diesel Fuel (Thousand Barrels),U.S. Exports of Unfinished Oils (Thousand Barrels),U.S. Exports of Naphthas and Lighter (Thousand Barrels),U.S. Exports of Kerosene and Light Oils (Thousand Barrels),U.S. Exports of Gasoline Blending Components (Thousand Barrels),U.S. Exports of Reformulated Gasoline Blending Components (Thousand Barrels),U.S. Exports of Conventional Gasoline Blending Components (Thousand Barrels),U.S. Exports of Aviation Gasoline Blending Components (Thousand Barrels),U.S. Exports of Finished Petroleum Products (Thousand Barrels),U.S. Exports of Finished Motor Gasoline (Thousand Barrels),U.S. Exports of Reformulated Motor Gasoline (Thousand Barrels),U.S. Exports of Conventional Motor Gasoline (Thousand Barrels),U.S. Exports of Aviation Gasoline (Thousand Barrels),U.S. Exports of Kerosene-Type Jet Fuel (Thousand Barrels),U.S. Exports of Kerosene (Thousand Barrels),U.S. Exports of Distillate Fuel Oil (Thousand Barrels),"U.S. Exports of Distillate Fuel Oil, 0 to 15 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater Than 500 ppm Sulfur (Thousand Barrels)",U.S. Exports of Residual Fuel Oil (Thousand Barrels),U.S. Exports of Naphtha for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Other Oils for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Special Naphthas (Thousand Barrels),U.S. Exports of Lubricants (Thousand Barrels),U.S. Exports of Waxes (Thousand Barrels),U.S. Exports of Petroleum Coke (Thousand Barrels),U.S. Exports of Asphalt and Road Oil (Thousand Barrels),U.S. Exports of Miscellaneous Petroleum Products (Thousand Barrels),
Jan-1962,,99,,,,,,,,,,,,,,,,,,,,,,,,393,,,,,,834,,,,1213,,,,,,,,,
Feb-1962,,141,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,720,,,,1604,,,,,,,,,
Mar-1962,,208,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,872,,,,1388,,,,,,,,,
Apr-1962,,87,,,,,,,,,,,,,,,,,,,,,,,,821,,,,,,466,,,,1011,,,,,,,,,
May-1962,,340,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,454,,,,1454,,,,,,,,,
Jun-1962,,42,,,,,,,,,,,,,,,,,,,,,,,,537,,,,,,347,,,,820,,,,,,,,,
Jul-1962,,190,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,409,,,,1010,,,,,,,,,
Aug-1962,,184,,,,,,,,,,,,,,,,,,,,,,,,757,,,,,,553,,,,1050,,,,,,,,,
Sep-1962,,91,,,,,,,,,,,,,,,,,,,,,,,,703,,,,,,869,,,,837,,,,,,,,,
Oct-1962,,3,,,,,,,,,,,,,,,,,,,,,,,,839,,,,,,533,,,,618,,,,,,,,,
Nov-1962,,260,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,988,,,,939,,,,,,,,,
Dec-1962,,145,,,,,,,,,,,,,,,,,,,,,,,,429,,,,,,1179,,,,906,,,,,,,,,
Jan-1963,,179,,,,,,,,,,,,,,,,,,,,,,,,409,,,,,,1104,,,,814,,,,,,,,,
Feb-1963,,116,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,3002,,,,1477,,,,,,,,,
Mar-1963,,95,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,1125,,,,1060,,,,,,,,,
Apr-1963,,170,,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,1238,,,,1315,,,,,,,,,
May-1963,,140,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,1175,,,,1338,,,,,,,,,
Jun-1963,,123,,,,,,,,,,,,,,,,,,,,,,,,557,,,,,,997,,,,967,,,,,,,,,
Jul-1963,,146,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,995,,,,1123,,,,,,,,,
Aug-1963,,178,,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,1129,,,,1358,,,,,,,,,
Sep-1963,,100,,,,,,,,,,,,,,,,,,,,,,,,663,,,,,,1371,,,,1719,,,,,,,,,
Oct-1963,,179,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,985,,,,959,,,,,,,,,
Nov-1963,,106,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,1431,,,,1829,,,,,,,,,
Dec-1963,,166,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,462,,,,1322,,,,,,,,,
Jan-1964,,116,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,1211,,,,1561,,,,,,,,,
Feb-1964,,98,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,419,,,,1023,,,,,,,,,
Mar-1964,,233,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,604,,,,1668,,,,,,,,,
Apr-1964,,100,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,303,,,,2000,,,,,,,,,
May-1964,,174,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,317,,,,1375,,,,,,,,,
Jun-1964,,152,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,271,,,,1942,,,,,,,,,
Jul-1964,,90,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,403,,,,1498,,,,,,,,,
Aug-1964,,118,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,199,,,,1547,,,,,,,,,
Sep-1964,,71,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,538,,,,1517,,,,,,,,,
Oct-1964,,88,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,515,,,,1879,,,,,,,,,
Nov-1964,,0,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,245,,,,1321,,,,,,,,,
Dec-1964,,123,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,361,,,,1539,,,,,,,,,
Jan-1965,,89,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,370,,,,1494,,,,,,,,,
Feb-1965,,45,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,263,,,,1661,,,,,,,,,
Mar-1965,,3,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,603,,,,1621,,,,,,,,,
Apr-1965,,187,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,272,,,,1371,,,,,,,,,
May-1965,,0,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,315,,,,931,,,,,,,,,
Jun-1965,,68,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,228,,,,1037,,,,,,,,,
Jul-1965,,421,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,245,,,,1267,,,,,,,,,
Aug-1965,,0,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,279,,,,1330,,,,,,,,,
Sep-1965,,0,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,498,,,,993,,,,,,,,,
Oct-1965,,182,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,146,,,,1141,,,,,,,,,
Nov-1965,,94,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,291,,,,1014,,,,,,,,,
Dec-1965,,8,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,320,,,,1022,,,,,,,,,
Jan-1966,,135,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,437,,,,1085,,,,,,,,,
Feb-1966,,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,1015,,,,1075,,,,,,,,,
Mar-1966,,108,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,290,,,,1852,,,,,,,,,
Apr-1966,,290,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,288,,,,842,,,,,,,,,
May-1966,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,348,,,,1123,,,,,,,,,
Jun-1966,,130,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,285,,,,1074,,,,,,,,,
Jul-1966,,240,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,178,,,,888,,,,,,,,,
Aug-1966,,186,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,339,,,,887,,,,,,,,,
Sep-1966,,83,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,354,,,,1438,,,,,,,,,
Oct-1966,,95,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,189,,,,785,,,,,,,,,
Nov-1966,,88,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,285,,,,700,,,,,,,,,
Dec-1966,,121,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,369,,,,1146,,,,,,,,,
Jan-1967,,27,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,117,,,,1578,,,,,,,,,
Feb-1967,,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,316,,,,1384,,,,,,,,,
Mar-1967,,87,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,306,,,,1608,,,,,,,,,
Apr-1967,,251,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,423,,,,1281,,,,,,,,,
May-1967,,0,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,102,,,,1658,,,,,,,,,
Jun-1967,,1830,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,338,,,,1560,,,,,,,,,
Jul-1967,,8526,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,428,,,,1956,,,,,,,,,
Aug-1967,,8188,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,220,,,,2556,,,,,,,,,
Sep-1967,,6033,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,421,,,,2835,,,,,,,,,
Oct-1967,,1421,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,642,,,,1857,,,,,,,,,
Nov-1967,,124,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,521,,,,2464,,,,,,,,,
Dec-1967,,54,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,435,,,,1203,,,,,,,,,
Jan-1968,,250,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,180,,,,1638,,,,,,,,,
Feb-1968,,283,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,124,,,,1473,,,,,,,,,
Mar-1968,,41,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,88,,,,2244,,,,,,,,,
Apr-1968,,144,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,154,,,,2083,,,,,,,,,
May-1968,,87,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,171,,,,2236,,,,,,,,,
Jun-1968,,226,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,61,,,,2174,,,,,,,,,
Jul-1968,,2,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,104,,,,1211,,,,,,,,,
Aug-1968,,86,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,81,,,,1900,,,,,,,,,
Sep-1968,,76,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,353,,,,1271,,,,,,,,,
Oct-1968,,111,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,79,,,,1262,,,,,,,,,
Nov-1968,,402,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,62,,,,1043,,,,,,,,,
Dec-1968,,94,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,90,,,,1478,,,,,,,,,
Jan-1969,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,70,,,,1669,,,,,,,,,
Feb-1969,,220,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,92,,,,1687,,,,,,,,,
Mar-1969,,176,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,120,,,,1845,,,,,,,,,
Apr-1969,,93,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,45,,,,1134,,,,,,,,,
May-1969,,216,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,125,,,,1549,,,,,,,,,
Jun-1969,,1,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,143,,,,1423,,,,,,,,,
Jul-1969,,0,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,95,,,,1098,,,,,,,,,
Aug-1969,,144,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,38,,,,1492,,,,,,,,,
Sep-1969,,83,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,119,,,,988,,,,,,,,,
Oct-1969,,162,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,119,,,,1641,,,,,,,,,
Nov-1969,,240,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,75,,,,1550,,,,,,,,,
Dec-1969,,101,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,82,,,,815,,,,,,,,,
Jan-1970,,93,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,29,,,,1474,,,,,,,,,
Feb-1970,,0,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,70,,,,2116,,,,,,,,,
Mar-1970,,70,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,33,,,,1102,,,,,,,,,
Apr-1970,,94,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,131,,,,1375,,,,,,,,,
May-1970,,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,105,,,,1794,,,,,,,,,
Jun-1970,,302,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,20,,,,1349,,,,,,,,,
Jul-1970,,97,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,177,,,,1730,,,,,,,,,
Aug-1970,,11,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,46,,,,1223,,,,,,,,,
Sep-1970,,0,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,67,,,,2812,,,,,,,,,
Oct-1970,,1962,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,112,,,,1246,,,,,,,,,
Nov-1970,,1616,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,36,,,,952,,,,,,,,,
Dec-1970,,746,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,72,,,,2612,,,,,,,,,
Jan-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,272,,,,494,,,,,,,,,
Feb-1971,,2,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,241,,,,1355,,,,,,,,,
Mar-1971,,1,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,378,,,,1521,,,,,,,,,
Apr-1971,,313,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,169,,,,1749,,,,,,,,,
May-1971,,8,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,248,,,,1167,,,,,,,,,
Jun-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,410,,,,1090,,,,,,,,,
Jul-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,316,,,,991,,,,,,,,,
Aug-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,259,,,,1377,,,,,,,,,
Sep-1971,,143,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,94,,,,868,,,,,,,,,
Oct-1971,,36,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,135,,,,905,,,,,,,,,
Nov-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,161,,,,1204,,,,,,,,,
Dec-1971,,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,78,,,,496,,,,,,,,,
Jan-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,96,,,,547,,,,,,,,,
Feb-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,138,,,,548,,,,,,,,,
Mar-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,92,,,,1806,,,,,,,,,
Apr-1972,,187,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,237,,,,1507,,,,,,,,,
May-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,53,,,,567,,,,,,,,,
Jun-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,105,,,,603,,,,,,,,,
Jul-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,64,,,,1099,,,,,,,,,
Aug-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,20,,,,1259,,,,,,,,,
Sep-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,116,,,,856,,,,,,,,,
Oct-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,12,,,,1428,,,,,,,,,
Nov-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,46,,,,873,,,,,,,,,
Dec-1972,,0,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,232,,,,967,,,,,,,,,
Jan-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,332,,,,970,,,,,,,,,
Feb-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,67,,,,888,,,,,,,,,
Mar-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,72,,,,741,,,,,,,,,
Apr-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,197,,,,1172,,,,,,,,,
May-1973,,128,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,54,,,,1091,,,,,,,,,
Jun-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,253,,,,183,,,,,,,,,
Jul-1973,,232,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,105,,,,1046,,,,,,,,,
Aug-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,264,,,,852,,,,,,,,,
Sep-1973,,160,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,761,,,,593,,,,,,,,,
Oct-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,721,,,,585,,,,,,,,,
Nov-1973,,0,,,,,,,,,,,,,,,,,,,,,,,,459,,,,,,97,,,,145,,,,,,,,,
Dec-1973,,177,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,308,,,,241,,,,,,,,,
Jan-1974,,534,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,125,,,,292,,,,,,,,,
Feb-1974,,281,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,108,,,,317,,,,,,,,,
Mar-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,204,,,,286,,,,,,,,,
Apr-1974,,15,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,41,,,,469,,,,,,,,,
May-1974,,200,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,27,,,,357,,,,,,,,,
Jun-1974,,44,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,34,,,,435,,,,,,,,,
Jul-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,84,,,,215,,,,,,,,,
Aug-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,17,,,,932,,,,,,,,,
Sep-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,41,,,,451,,,,,,,,,
Oct-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,15,,,,508,,,,,,,,,
Nov-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,55,,,,241,,,,,,,,,
Dec-1974,,0,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,104,,,,466,,,,,,,,,
Jan-1975,,836,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,2,,,,463,,,,,,,,,
Feb-1975,,942,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,50,,,,528,,,,,,,,,
Mar-1975,,349,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,1,,,,295,,,,,,,,,
Apr-1975,,19,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,51,,,,178,,,,,,,,,
May-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,7,,,,246,,,,,,,,,
Jun-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,48,,,,619,,,,,,,,,
Jul-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,11,,,,540,,,,,,,,,
Aug-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,49,,,,371,,,,,,,,,
Sep-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,577,,,,,,,,,
Oct-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,1,,,,164,,,,,,,,,
Nov-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,10,,,,376,,,,,,,,,
Dec-1975,,0,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,36,,,,985,,,,,,,,,
Jan-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,7,,,,416,,,,,,,,,
Feb-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,24,,,,865,,,,,,,,,
Mar-1976,,45,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,35,,,,312,,,,,,,,,
Apr-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,15,,,,532,,,,,,,,,
May-1976,,1,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,21,,,,313,,,,,,,,,
Jun-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,26,,,,210,,,,,,,,,
Jul-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,15,,,,332,,,,,,,,,
Aug-1976,,380,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,125,,,,245,,,,,,,,,
Sep-1976,,0,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,38,,,,253,,,,,,,,,
Oct-1976,,563,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,28,,,,153,,,,,,,,,
Nov-1976,,900,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,43,,,,465,,,,,,,,,
Dec-1976,,1052,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,44,,,,114,,,,,,,,,
Jan-1977,,412,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,,35,,,,75,,,,,,,,,
Feb-1977,,1651,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,24,,,,225,,,,,,,,,
Mar-1977,,995,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,30,,,,105,,,,,,,,,
Apr-1977,,505,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,75,,,,99,,,,,,,,,
May-1977,,2760,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,11,,,,159,,,,,,,,,
Jun-1977,,292,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,10,,,,59,,,,,,,,,
Jul-1977,,1646,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,564,,,,,,,,,
Aug-1977,,1145,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,13,,,,290,,,,,,,,,
Sep-1977,,2719,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,17,,,,83,,,,,,,,,
Oct-1977,,2645,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,170,,,,67,,,,,,,,,
Nov-1977,,1355,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,83,,,,206,,,,,,,,,
Dec-1977,,2130,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,51,,,,373,,,,,,,,,
Jan-1978,,3048,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,20,,,,396,,,,,,,,,
Feb-1978,,226,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,440,,,,270,,,,,,,,,
Mar-1978,,1855,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,3,,,,683,,,,,,,,,
Apr-1978,,2749,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,166,,,,195,,,,,,,,,
May-1978,,3834,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,19,,,,501,,,,,,,,,
Jun-1978,,5851,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,4,,,,117,,,,,,,,,
Jul-1978,,4276,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,134,,,,307,,,,,,,,,
Aug-1978,,5636,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,133,,,,773,,,,,,,,,
Sep-1978,,7536,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,72,,,,363,,,,,,,,,
Oct-1978,,8418,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,64,,,,244,,,,,,,,,
Nov-1978,,6533,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,99,,,,192,,,,,,,,,
Dec-1978,,7766,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,48,,,,593,,,,,,,,,
Jan-1979,,5484,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,18,,,,195,,,,,,,,,
Feb-1979,,8076,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,196,,,,271,,,,,,,,,
Mar-1979,,11458,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,42,,,,440,,,,,,,,,
Apr-1979,,7790,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,67,,,,51,,,,,,,,,
May-1979,,5314,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,5,,,,239,,,,,,,,,
Jun-1979,,7038,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,463,,,,237,,,,,,,,,
Jul-1979,,7579,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,208,,,,141,,,,,,,,,
Aug-1979,,7592,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,5,,,,448,,,,,,,,,
Sep-1979,,5241,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,45,,,,72,,,,,,,,,
Oct-1979,,5537,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,28,,,,548,,,,,,,,,
Nov-1979,,7925,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,1,,,,140,,,,,,,,,
Dec-1979,,6673,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,444,,,,,,,,,
Jan-1980,,9975,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,212,,,,149,,,,,,,,,
Feb-1980,,9614,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,239,,,,503,,,,,,,,,
Mar-1980,,10218,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,575,,,,63,,,,,,,,,
Apr-1980,,5770,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,73,,,,1195,,,,,,,,,
May-1980,,10097,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,18,,,,616,,,,,,,,,
Jun-1980,,10960,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,1,,,,410,,,,,,,,,
Jul-1980,,7367,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,87,,,,1861,,,,,,,,,
