Date,U.S. Exports of Crude Oil and Petroleum Products (Thousand Barrels),U.S. Exports of Crude Oil (Thousand Barrels),U.S. Exports of Natural Gas Liquids and Liquid Refinery Gases (Thousand Barrels),U.S. Exports of Pentanes Plus (Thousand Barrels),U.S. Exports of Liquified Petroleum Gases (Thousand Barrels),U.S. Exports of Ethane-Ethylene (Thousand Barrels),U.S. Exports of Propane and Propylene (Thousand Barrels),U.S. Exports of Normal Butane-Butylene (Thousand Barrels),U.S. Exports of Isobutane-Isobutylene (Thousand Barrels),U.S. Exports of Other Liquids (Thousand Barrels),U.S. Exports of Other Hydrocarbons/Oxygenates (Thousand Barrels),U.S. Exports of Oxygenates (excluding Fuel Ethanol) (Thousand Barrels),U.S. Exports of MTBE (Thousand Barrels),U.S. Exports of Other Oxygenates (Thousand Barrels),U.S. Exports of Renewable Fuels (including Fuel Ethanol) (Thousand Barrels),U.S. Exports of Fuel Ethanol (Thousand Barrels),U.S. Exports of Biomass-Based Diesel Fuel (Thousand Barrels),U.S. Exports of Unfinished Oils (Thousand Barrels),U.S. Exports of Naphthas and Lighter (Thousand Barrels),U.S. Exports of Kerosene and Light Oils (Thousand Barrels),U.S. Exports of Gasoline Blending Components (Thousand Barrels),U.S. Exports of Reformulated Gasoline Blending Components (Thousand Barrels),U.S. Exports of Conventional Gasoline Blending Components (Thousand Barrels),U.S. Exports of Aviation Gasoline Blending Components (Thousand Barrels),U.S. Exports of Finished Petroleum Products (Thousand Barrels),U.S. Exports of Finished Motor Gasoline (Thousand Barrels),U.S. Exports of Reformulated Motor Gasoline (Thousand Barrels),U.S. Exports of Conventional Motor Gasoline (Thousand Barrels),U.S. Exports of Aviation Gasoline (Thousand Barrels),U.S. Exports of Kerosene-Type Jet Fuel (Thousand Barrels),U.S. Exports of Kerosene (Thousand Barrels),U.S. Exports of Distillate Fuel Oil (Thousand Barrels),"U.S. Exports of Distillate Fuel Oil, 0 to 15 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater Than 500 ppm Sulfur (Thousand Barrels)",U.S. Exports of Residual Fuel Oil (Thousand Barrels),U.S. Exports of Naphtha for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Other Oils for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Special Naphthas (Thousand Barrels),U.S. Exports of Lubricants (Thousand Barrels),U.S. Exports of Waxes (Thousand Barrels),U.S. Exports of Petroleum Coke (Thousand Barrels),U.S. Exports of Asphalt and Road Oil (Thousand Barrels),U.S. Exports of Miscellaneous Petroleum Products (Thousand Barrels),
Apr-1993,32016,2189,2087,18,2068,0,1214,854,,92,,,,,,,,,,,92,,,,27648,3337,0,,,1833,317,7243,,,,5078,0,,65,444,44,8318,142,6,
May-1993,33540,3479,1548,1,1547,0,935,612,,143,,,,,,,,,,,143,,,,28370,2800,0,,,1460,235,11006,,,,4238,0,,45,1143,51,6920,64,10,
Jun-1993,26986,4493,1217,1,1216,0,684,532,,95,,,,,,,,,,,95,,,,21181,2441,0,,,1035,8,4726,,,,4412,0,,107,496,59,7294,272,21,
Jul-1993,31024,1936,1699,21,1678,0,792,886,,351,,,,,,,,,,,351,,,,27037,2858,0,,,1799,19,9180,,,,3795,0,,87,446,57,8303,90,8,
Aug-1993,25709,1712,1438,29,1410,0,830,579,,51,,,,,,,,,,,51,,,,22508,2399,0,,,1017,5,6063,,,,3716,0,,201,524,67,7986,251,6,
Sep-1993,27057,3204,1225,186,1039,0,509,530,,1,,,,,,,,,,,1,,,,22628,2552,0,,,414,11,7997,,,,3310,0,,58,466,54,7405,270,10,
Oct-1993,27320,1929,662,19,643,0,417,226,,626,,,,,,,,,,,626,,,,24102,2474,0,,,396,56,7336,,,,2899,0,,40,629,62,9680,313,7,
Nov-1993,29403,2016,800,160,640,0,523,116,,152,,,,,,,,,,,152,,,,26436,3767,0,,,765,48,10266,,,,2569,0,,45,419,65,8090,280,5,
Dec-1993,38758,1944,1258,19,1239,0,780,459,,290,,,,,,,,,,,290,,,,35266,5027,0,,,1063,3,14045,,,,3044,0,,185,621,76,9545,75,14,
Jan-1994,28736,3401,894,22,872,0,601,271,,168,167,,,,,,,,,,1,,,,24273,3010,0,3010,,561,48,10281,,3122,7159,1999,0,,46,540,59,7010,32,7,
Feb-1994,24690,3244,1261,22,1240,0,841,399,,366,119,,,,,,,,,,247,,,,19819,2152,0,2151,,722,4,6568,,1288,5279,3565,0,,36,527,52,5868,51,8,
Mar-1994,29020,1256,1174,23,1152,0,887,264,,589,233,,,,,,,,,,356,,,,26001,2737,0,2737,,445,15,6827,,1591,5235,5414,0,,356,852,75,9195,76,8,
Apr-1994,26044,3585,900,26,875,0,613,261,,409,224,,,,,,,,,,186,,,,21149,2183,0,2183,,71,147,7573,,2653,4921,3293,0,,120,885,55,6466,49,10,
May-1994,28811,3647,1004,16,988,0,624,364,,600,473,,,,,,,,,,127,,,,23560,1996,0,1996,,282,41,8967,,3004,5963,4010,0,,637,504,73,6946,97,6,
Jun-1994,26024,3218,1260,19,1241,0,602,639,,258,234,,,,,,,,,,24,,,,21288,2628,0,2628,,305,6,5044,,488,4555,3651,0,,1025,956,56,7383,212,10,
Jul-1994,27196,2607,1301,46,1254,0,678,576,,306,305,,,,,,,,,,2,,,,22983,2410,0,2410,,340,10,6827,,1062,5765,2571,0,,734,597,59,9210,216,9,
Aug-1994,28297,2232,1178,35,1143,0,870,273,,782,617,,,,,,,,,,165,,,,24105,2156,0,2156,,311,3,5977,,1326,4651,3715,0,,1059,728,71,9659,406,8,
Sep-1994,26739,1833,1705,28,1677,0,606,1071,,441,365,,,,,,,,,,76,,,,22760,2233,0,2234,,784,9,4189,,627,3561,4232,0,,1161,766,101,8770,368,10,
Oct-1994,30901,4285,1330,83,1247,0,748,500,,480,479,,,,,,,,,,1,,,,24805,3401,0,3401,,541,12,7934,,1218,6717,4165,0,,548,521,70,7191,401,8,
Nov-1994,29994,3048,1064,24,1040,0,822,218,,439,386,,,,,,,,,,54,,,,25442,3232,0,3232,,524,3,6319,,1135,5184,5458,0,,525,648,73,8466,128,7,
Dec-1994,37443,3664,1295,33,1262,0,893,369,,913,400,,,,,,,,,,513,,,,31571,7166,0,7166,,1002,15,8805,,749,8056,3559,0,,1027,521,65,9239,146,16,
Jan-1995,30308,3493,2020,28,1991,0,1712,280,,491,370,,,,,,,,,,121,,,,24305,3101,0,3102,,766,147,4365,,1576,2788,6294,0,,777,859,60,7592,75,8,
Feb-1995,29726,2653,3423,20,3403,0,2795,608,,408,272,,,,,,,,,,136,,,,23242,2361,0,2361,,545,2,5947,,829,5118,5813,0,,929,610,58,6838,96,8,
Mar-1995,29382,2099,1794,26,1768,0,1204,563,,479,234,,,,,,,,,,244,,,,25011,3315,252,3064,,528,185,6706,,1409,5296,4774,0,,360,708,72,8308,49,8,
Apr-1995,29936,4662,1541,257,1284,0,943,341,,430,92,,,,,,,,,,338,,,,23303,4157,0,4157,,138,14,5158,,1183,3975,3866,0,,399,836,80,8597,44,6,
May-1995,27162,2256,1944,21,1923,0,906,1017,,272,80,,,,,,,,,,192,,,,22689,2090,214,1876,,221,9,6252,,1449,4802,3568,0,,234,1044,84,8628,207,7,
Jun-1995,27575,3028,1673,17,1656,0,804,852,,464,6,,,,,,,,,,458,,,,22410,2744,0,2744,,311,142,4117,,1121,2996,3611,0,,369,1062,65,9660,291,7,
Jul-1995,27730,3184,1298,11,1286,0,850,437,,316,251,,,,,,,,,,66,,,,22932,2664,0,2664,,572,9,4588,,1755,2834,5069,0,,797,588,78,8001,298,6,
Aug-1995,25446,1905,1783,16,1767,0,736,1031,,245,80,,,,,,,,,,165,,,,21513,3192,216,2976,,535,8,2611,,132,2479,3772,0,,747,761,92,9338,328,8,
Sep-1995,24154,2234,886,18,869,0,756,113,,445,319,,,,,,,,,,126,,,,20588,2815,0,2814,,587,16,3484,,780,2704,3727,0,,573,565,84,8442,287,8,
Oct-1995,29819,1543,1152,55,1096,0,920,176,,351,230,,,,,,,,,,121,,,,26773,3759,191,3568,,1774,130,7382,,1960,5422,2612,0,,549,810,91,9444,214,7,
Nov-1995,30062,3530,1916,19,1897,0,1112,785,,461,350,,,,,,,,,,111,,,,24155,3554,229,3324,,387,18,7069,,2325,4744,3333,0,,635,648,87,8343,74,7,
Dec-1995,35177,3922,2101,18,2083,0,971,1112,,504,100,,,,,,,,,,403,,,,28650,4377,48,4330,,1940,5,9244,,2973,6272,3049,0,,1340,567,74,7908,138,5,
Jan-1996,33171,2752,1546,26,1519,0,941,579,,549,448,,,,,,,,,,101,,,,28324,5040,0,5039,,3443,30,6707,,2378,4328,3338,0,,230,1486,65,7941,38,7,
Feb-1996,30387,2674,1747,18,1729,0,1123,606,,277,210,,,,,,,,,,67,,,,25690,2095,0,2095,,1929,4,7414,,1807,5607,3302,0,,747,859,69,9204,57,8,
Mar-1996,26870,2918,1190,19,1171,0,783,388,,1118,807,,,,,,,,,,310,,,,21644,3956,85,3870,,1543,211,4314,,514,3799,2936,0,,210,533,80,7478,98,6,
Apr-1996,29280,4448,1681,11,1670,0,930,740,,745,484,,,,,,,,,,261,,,,22406,2314,0,2313,,333,17,4991,,929,4062,2884,0,,479,1403,70,9666,241,7,
May-1996,27617,1138,2097,11,2087,0,639,1448,,877,338,,,,,,,,,,539,,,,23504,2505,77,2427,,414,5,5455,,1339,4116,2774,0,,998,894,83,10222,147,7,
Jun-1996,26863,3889,1085,10,1075,0,635,440,,360,282,,,,,,,,,,78,,,,21529,2859,116,2743,,325,206,2422,,131,2291,4310,0,,578,1567,71,8949,234,10,
Jul-1996,29287,4314,2266,20,2246,0,901,1345,,725,495,,,,,,,,,,230,,,,21982,3814,353,3461,,837,4,4160,,834,3326,2739,0,,813,558,98,8620,330,9,
Aug-1996,27790,1378,1914,359,1555,0,759,796,,589,340,,,,,,,,,,248,,,,23909,2537,0,2537,,1040,187,5649,,1380,4269,1724,0,,1098,818,93,10449,295,5,
Sep-1996,33115,4410,1563,141,1422,0,620,802,,828,390,,,,,,,,,,438,,,,26314,2028,0,2027,,1525,7,7684,,1502,6181,3751,0,,956,747,86,9114,410,6,
Oct-1996,32396,4144,1239,101,1138,0,885,253,,639,140,,,,,,,,,,499,,,,26373,3505,0,3505,,821,99,9297,,5062,4235,3221,0,,1131,1258,101,6343,334,6,
Nov-1996,30723,5161,1282,55,1227,0,1033,194,,742,156,,,,,,,,,,586,,,,23538,3852,0,3852,,1340,10,5132,,664,4468,3022,0,,302,1065,87,8560,163,6,
Dec-1996,31399,2985,1849,113,1736,0,972,764,,421,230,,,,,,,,,,191,,,,26143,3623,1,3622,,3418,14,6380,,2047,4333,3166,0,,55,1317,100,7814,100,6,
Jan-1997,32176,4382,1516,403,1113,0,882,231,,151,88,,,,,,,,,,62,,,,26127,2340,0,2340,,2407,8,4137,,1188,2949,5299,0,,682,1535,79,9583,48,8,
Feb-1997,28462,6414,2339,160,2179,0,1183,996,,580,154,,,,,,,,,,425,,,,19130,3117,0,3117,,635,10,2982,,366,2616,3843,0,,388,818,84,7138,67,44,
Mar-1997,28915,4230,2404,488,1917,0,1227,690,,727,227,,,,,,,,,,500,,,,21554,3821,0,3820,,342,8,3719,,1214,2505,2766,0,,498,824,66,9385,111,11,
Apr-1997,28111,2772,1553,335,1218,0,949,268,,713,267,,,,,,,,,,446,,,,23073,3522,0,3521,,621,2,4968,,1673,3295,3160,0,,766,804,70,9065,75,6,
May-1997,27171,800,1246,21,1225,0,723,502,,783,409,,,,,,,,,,374,,,,24342,3136,79,3057,,275,5,4742,,1368,3374,3166,0,,506,650,82,11647,123,7,
Jun-1997,28646,1708,1371,86,1285,0,942,343,,1229,653,,,,,,,,,,576,,,,24338,2891,0,2891,,1146,8,5206,,1147,4059,3911,0,,758,1496,82,8504,324,7,
Jul-1997,31376,2166,1779,37,1742,0,754,987,,706,368,,,,,,,,,,338,,,,26725,5070,0,5070,,1004,4,4687,,1210,3476,4922,0,,448,707,101,9188,580,7,
Aug-1997,33303,3419,1418,271,1147,0,729,417,,898,560,,,,,,,,,,338,,,,27569,5421,0,5421,,819,40,5745,,898,4846,2480,0,,912,665,98,11112,266,8,
Sep-1997,29903,3665,1347,491,856,0,486,370,,1113,451,,,,,,,,,,661,,,,23778,3896,0,3896,,471,6,4788,,1772,3016,2717,0,,707,834,94,9725,531,7,
Oct-1997,33059,4717,1321,31,1290,0,910,380,,691,347,,,,,,,,,,344,,,,26330,5756,0,5756,,1214,10,4109,,750,3359,4124,0,,298,1071,91,9475,146,7,
Nov-1997,28019,975,2122,157,1966,0,1439,527,,1119,523,,,,,,,,,,596,,,,23804,4533,0,4534,,1325,11,4468,,1924,2544,3668,0,,882,938,69,7485,413,7,
Dec-1997,37117,4060,2465,173,2292,0,1637,656,,556,305,,,,,,,,,,252,,,,30035,6376,0,6376,,2429,24,5957,,2374,3582,3726,0,,1004,932,76,9309,195,5,
Jan-1998,35121,7146,2118,461,1657,0,904,753,,2144,1556,,,,,,,,,,588,,,,23713,3978,6,3972,,1137,25,4123,,1464,2659,4055,0,,559,756,84,8582,407,7,
Feb-1998,28082,5514,1807,350,1457,0,781,676,,1900,1277,,,,,,,,,,623,,,,18861,3465,5,3460,,710,7,2208,,749,1458,3356,0,,883,691,70,7364,99,6,
Mar-1998,29374,3073,1303,36,1267,0,876,392,,1153,887,,,,,,,,,,266,,,,23845,3749,8,3741,,899,9,3989,,751,3239,4173,0,,311,758,81,9528,112,8,
Apr-1998,31433,4888,1625,445,1181,0,655,526,,929,563,,,,,,,,,,366,,,,23991,2426,6,2420,,957,58,5585,,747,4838,5040,0,,412,820,90,8351,180,71,
May-1998,32630,4451,1607,644,963,0,670,292,,1053,801,,,,,,,,,,252,,,,25520,3185,9,3176,,702,10,3748,,896,2852,7036,0,,282,724,75,9550,131,7,
Jun-1998,29610,1877,1234,390,845,0,393,452,,1562,1160,,,,,,,,,,401,,,,24937,4772,27,4745,,737,9,4455,,1434,3022,4565,0,,834,802,92,7882,772,5,
Jul-1998,30944,3222,1522,460,1062,0,527,534,,1891,1460,,,,,,,,,,431,,,,24310,3614,508,3106,,796,11,4984,,1874,3110,3845,0,,246,870,117,9480,273,6,
Aug-1998,24187,1585,822,34,789,0,478,311,,1923,1105,,,,,,,,,,818,,,,19858,4367,229,4138,,225,6,4639,,1246,3393,3248,0,,748,726,114,5568,182,6,
Sep-1998,25875,1035,898,47,851,0,460,391,,1499,1149,,,,,,,,,,350,,,,22443,4895,271,4624,,751,2,3221,,1189,2032,3983,0,,561,652,100,8070,177,4,
Oct-1998,26367,2704,1611,100,1512,0,1079,432,,1800,1132,,,,,,,,,,669,,,,20250,3747,258,3489,,663,7,2331,,1185,1147,4302,0,,323,655,106,7991,96,4,
Nov-1998,23457,1814,1874,42,1832,0,1222,611,,1352,939,,,,,,,,,,413,,,,18417,2666,8,2658,,722,7,1634,,605,1029,3292,0,,947,563,89,8410,59,4,
Dec-1998,27677,2793,2141,69,2072,0,1006,1066,,1118,895,,,,,,,,,,223,,,,21625,4754,10,4744,,506,24,4506,,1405,3101,3353,0,,350,1113,141,6742,98,5,
Jan-1999,27764,3332,2369,33,2336,0,1550,785,,1616,1342,,,,,,,,,,274,,,,20447,4021,17,4004,,785,6,3642,,1069,2574,4113,0,,105,755,98,6774,117,7,
Feb-1999,21163,3342,1828,26,1802,0,1152,651,,1041,881,,,,,,,,,,159,,,,14952,2933,62,2871,,225,3,3256,,1574,1683,1957,0,,272,767,99,5321,93,7,
Mar-1999,23694,2960,1055,54,1001,0,580,421,,852,803,,,,,,,,,,50,,,,18827,2525,8,2517,,697,8,4914,,1520,3394,2222,0,,374,1011,113,6858,75,5,
Apr-1999,35873,9962,647,5,642,0,382,260,,809,544,,,,,,,,,,265,,,,24454,2553,20,2533,,736,6,5735,,1510,4225,5549,0,,215,802,122,8510,74,6,
May-1999,28358,2742,1108,88,1019,0,628,391,,1337,1029,,,,,,,,,,308,,,,23171,3088,12,3076,,997,48,5789,,1402,4387,4738,0,,361,955,108,6903,138,6,
Jun-1999,27213,3679,1294,195,1098,0,697,401,,1369,1020,,,,,,,,,,349,,,,20871,2139,11,2128,,792,8,5394,,1019,4375,4517,0,,303,908,117,6250,159,6,
Jul-1999,28457,3717,1297,73,1224,0,848,376,,1000,744,,,,,,,,,,256,,,,22443,2761,11,2750,,1073,5,3809,,1053,2757,5650,0,,594,722,97,7369,214,9,
Aug-1999,27951,4102,1715,249,1467,0,996,471,,1137,804,,,,,,,,,,333,,,,20996,3119,13,3106,,246,29,4023,,996,3027,3843,0,,511,722,109,8092,267,6,
Sep-1999,26668,811,1858,129,1730,0,596,1134,,1031,570,,,,,,,,,,461,,,,22969,3830,10,3820,,995,21,4851,,979,3871,4074,0,,1073,1006,109,6816,148,7,
Oct-1999,29263,1749,2508,1,2507,0,2008,498,,1255,778,,,,,,,,,,476,,,,23750,4027,9,4018,,800,57,5944,,816,5128,4027,0,,366,1236,109,6973,148,5,
Nov-1999,28493,2505,1571,154,1417,0,1016,401,,1185,789,,,,,,,,,,396,,,,23232,3854,1,3853,,1825,6,5103,,933,4170,1808,0,,1089,648,111,8502,181,5,
Dec-1999,38121,4131,1940,36,1904,0,1531,373,,1931,1211,,,,,,,,,,720,,,,30119,5492,2,5490,,1585,82,6583,,621,5962,4765,0,,425,773,108,10135,121,5,
Jan-2000,31185,5450,3198,62,3136,0,2900,236,,1044,717,,,,,,,,,,327,,,,21494,3936,67,3868,,408,30,4098,,428,3669,4255,0,,577,837,122,7117,101,7,
Feb-2000,25218,871,2403,64,2339,0,1547,792,,838,644,,,,,,,,,,194,,,,21106,2420,100,2321,,503,28,3249,,784,2465,4319,0,,625,682,89,9087,98,5,
Mar-2000,35917,4449,3584,190,3394,0,2617,777,,1390,880,,,,,,,,,,510,,,,26494,3344,1,3344,,1030,37,6532,,1326,5206,5179,0,,266,1003,91,8868,136,6,
Apr-2000,33929,3706,2495,245,2250,0,1856,394,,1487,1190,,,,,,,,,,297,,,,26240,3320,23,3297,,1111,15,5336,,1284,4052,4161,0,,861,727,93,10486,128,3,
May-2000,26547,1062,1403,230,1172,0,826,346,,1839,1040,,,,,,,,,,799,,,,22242,3903,2,3901,,1095,10,3948,,1412,2535,3822,0,,815,925,112,7448,159,5,
Jun-2000,27746,282,2086,11,2075,0,1205,869,,1893,1052,,,,,,,,,,841,,,,23485,2991,0,2991,,798,18,4468,,1075,3392,3978,0,,681,665,119,9567,184,5,
Jul-2000,27902,466,1952,13,1939,0,878,1061,,1865,1107,,,,,,,,,,758,,,,23619,3403,1,3403,,641,14,4100,,926,3174,3510,0,,695,562,99,10326,263,5,
Aug-2000,33271,536,2367,18,2349,0,1708,641,,1123,749,,,,,,,,,,374,,,,29244,6009,2,6007,,583,15,7837,,2252,5585,2903,0,,569,875,108,10055,285,4,
Sep-2000,31764,688,1886,16,1870,0,1239,631,,1331,847,,,,,,,,,,484,,,,27859,5506,4,5502,,1008,29,5814,,1508,4306,4428,0,,602,707,105,9341,311,6,
Oct-2000,40054,273,2270,265,2005,0,1259,746,,2075,1051,,,,,,,,,,1024,,,,35436,6714,3,6711,,1289,184,7896,,2387,5509,6860,0,,815,886,133,10471,178,9,
Nov-2000,33238,71,2179,20,2159,0,1643,517,,1472,861,,,,,,,,,,611,,,,29515,5088,4,5084,,1902,305,5738,,2557,3181,3002,0,,854,582,100,11778,152,6,
Dec-2000,33940,498,2647,133,2514,0,1810,703,,1578,1051,,,,,,,,,,527,,,,29218,5905,2,5903,,1221,94,4183,,1346,2836,4442,0,,67,1021,122,12047,108,6,
Jan-2001,29569,545,2380,57,2323,0,1930,393,,1141,685,,,,,,,,,,457,,,,25502,3860,5,3854,,839,14,2077,,613,1464,4964,0,,541,871,95,12123,108,7,
Feb-2001,28125,674,1686,33,1653,0,1157,495,,1042,786,,,,,,,,,,256,,,,24723,3585,246,3339,,437,110,2149,,712,1437,5592,0,,330,592,85,11608,165,8,
Mar-2001,29075,1147,1050,37,1013,0,676,336,,1128,835,,,,,,,,,,293,,,,25751,4494,469,4026,,1262,53,2333,,360,1972,5673,0,,686,748,117,10095,279,7,
Apr-2001,28258,145,1071,30,1041,0,550,491,,806,530,,,,,,,,,,276,,,,26237,4289,6,4283,,506,176,3196,,770,2426,5548,0,,580,1296,103,10408,124,6,
May-2001,33128,1981,968,20,948,0,468,479,,1649,1135,,,,,,,,,,514,,,,28531,3153,206,2948,,513,16,4515,,1539,2976,7615,0,,639,670,126,11169,106,9,
Jun-2001,29266,452,1807,139,1668,0,948,720,,1179,921,,,,,,,,,,259,,,,25827,3802,52,3750,,544,17,3613,,827,2786,6278,0,,1076,584,129,9659,116,9,
Jul-2001,27248,334,1658,63,1596,0,1314,282,,1531,1169,,,,,,,,,,362,,,,23725,4012,7,4006,,722,77,3499,,1349,2149,4893,0,,788,715,89,8780,140,10,
Aug-2001,32493,874,1135,90,1045,0,849,196,,1364,904,,,,,,,,,,460,,,,29120,3615,192,3423,,743,20,4325,,1119,3206,6638,0,,984,826,101,11661,200,6,
Sep-2001,24752,238,1084,36,1048,0,806,243,,832,588,,,,,,,,,,244,,,,22598,3443,44,3398,,620,17,4547,,729,3818,4840,0,,419,602,113,7843,145,6,
Oct-2001,29338,351,1171,22,1149,0,815,333,,766,666,,,,,,,,,,100,,,,27050,4832,167,4665,,966,246,3080,,1652,1429,4303,0,,960,968,145,11338,204,8,
Nov-2001,28788,265,1114,18,1096,0,791,306,,1191,942,,,,,,,,,,250,,,,26218,3214,3,3211,,1917,5,3957,,1894,2063,6274,0,,848,537,114,9183,161,7,
Dec-2001,34380,380,1366,19,1347,0,1089,258,,894,645,,,,,,,,,,249,,,,31739,6186,473,5713,,1426,16,6251,,2617,3634,7162,0,,559,922,97,8878,81,6,
Jan-2002,26681,339,1624,0,1623,0,1305,318,,1311,689,,,,,,,,,,622,,,,23407,2978,225,2753,,264,904,3392,,2420,972,4266,0,,125,996,110,10172,60,6,
Feb-2002,32888,124,2682,0,2682,0,2437,245,,1398,857,,,,,,,,,,540,,,,28685,2843,313,2530,,1130,362,7818,,3779,4039,4783,0,,328,1259,100,9997,59,6,
Mar-2002,26440,254,1971,0,1971,0,1857,114,,1296,668,,,,,,,,,,628,,,,22919,3209,577,2632,,62,775,2090,,981,1109,5313,0,,279,1027,83,9982,73,7,
Apr-2002,26687,228,971,22,949,0,739,210,,2222,1072,,,,,,,,,,1151,,,,23266,4006,478,3528,,38,819,2051,,1030,1022,4761,0,,800,915,90,9212,78,7,
May-2002,28218,224,2102,32,2070,0,1327,743,,2041,949,,,,,,,,,,1092,,,,23850,2731,254,2477,,94,303,2282,,743,1539,4966,0,,627,1021,108,11290,173,8,
Jun-2002,26390,161,984,39,945,0,678,266,,1037,713,,,,,,,,,,324,,,,24208,3939,5,3934,,29,177,2781,,658,2123,4949,0,,858,855,97,10002,271,7,
Jul-2002,26007,1016,1029,22,1008,0,667,341,,1754,997,,,,,,,,,,757,,,,22207,4220,2,4218,,67,655,1377,,655,722,5304,0,,247,918,109,9139,162,7,
Aug-2002,35275,267,1434,7,1427,0,865,563,,2176,1390,,,,,,,,,,787,,,,31397,4111,4,4107,,50,976,3685,,1520,2166,8422,0,,518,1069,122,11937,250,9,
Sep-2002,30463,218,2024,7,2016,0,1623,393,,3342,1534,,,,,,,,,,1808,,,,24879,3401,4,3396,,424,252,3799,,1516,2283,6001,0,,589,1086,120,8790,166,7,
Oct-2002,29817,122,2628,1,2627,0,2284,343,,2502,1046,,,,,,,,,,1455,,,,24566,4198,4,4194,,39,605,2985,,1723,1263,4758,0,,408,957,116,9658,345,7,
Nov-2002,30781,290,2940,6,2933,0,2543,391,,2923,986,,,,,,,,,,1937,,,,24629,3905,4,3901,,351,798,3407,,1005,2401,4814,0,,269,957,105,9846,167,8,
Dec-2002,39430,52,4056,2,4054,0,3684,371,,1962,985,,,,,,,,,,977,,,,33359,5774,77,5697,,447,136,5309,,3550,1759,6361,0,,267,1075,85,13102,310,7,
Jan-2003,37571,318,3595,77,3518,0,2944,573,,1779,790,,,,,,,,,,989,,,,31879,5436,32,5403,,1125,909,3701,,1932,1769,7174,0,,1061,1184,88,11087,105,9,
Feb-2003,29873,140,3652,1,3651,0,3238,413,,1227,722,,,,,,,,,,506,,,,24854,4011,258,3754,,519,521,3702,,1421,2282,4854,0,,334,1015,84,9550,255,8,
Mar-2003,32590,297,1581,236,1344,0,963,381,,1697,610,,,,,,,,,,1086,,,,29016,3147,6,3141,,1067,1158,4977,,2432,2545,4987,0,,568,1243,105,11072,184,508,
Apr-2003,31580,360,1541,26,1515,0,596,919,,1724,866,,,,,,,,,,858,,,,27955,3332,10,3322,,1018,11,4171,,2358,1813,7399,0,,136,1133,109,10180,214,252,
May-2003,34005,452,2193,123,2070,0,672,1397,,1852,682,,,,,,,,,,1170,,,,29508,3514,11,3502,,603,9,5012,,1834,3178,6033,0,,1059,1243,140,11627,259,11,
Jun-2003,31953,1363,1353,4,1348,0,822,526,,1698,877,,,,,,,,,,821,,,,27539,3258,6,3253,,200,9,3022,,1249,1773,8402,0,,522,1020,118,10313,663,12,
Jul-2003,30249,214,1455,2,1454,0,551,903,,1600,1026,,,,,,,,,,573,,,,26980,2804,5,2799,,373,3,3191,,1716,1475,7820,0,,807,818,114,10481,298,269,
Aug-2003,29357,114,1686,574,1112,0,583,529,,1152,914,,,,,,,,,,238,,,,26406,2593,258,2335,,214,2,2481,,1342,1139,4909,0,,463,1181,121,13531,398,513,
Sep-2003,28789,99,883,3,880,0,556,324,,2264,824,,,,,,,,,,1440,,,,25543,3869,3,3866,,588,11,1281,,641,640,5718,0,,1004,1064,166,11167,413,263,
Oct-2003,30078,433,782,10,772,0,632,140,,2294,1172,,,,,,,,,,1122,,,,26570,4923,48,4875,,883,3,1921,,628,1294,5078,0,,428,1251,163,11239,424,256,
Nov-2003,27975,638,924,4,920,0,707,213,,1681,994,,,,,,,,,,687,,,,24732,3547,5,3542,,295,9,2435,,1160,1275,4902,0,,1085,1212,136,10879,207,24,
Dec-2003,30688,109,1745,22,1723,0,1418,305,,2408,1014,,,,,,,,,,1394,,,,26426,5335,23,5312,,549,2,3086,,1532,1554,4796,0,,492,1181,114,10626,229,16,
Jan-2004,23202,191,1816,15,1801,0,1520,281,,1277,777,,482,295,,,,,,,500,,500,,19918,2888,4,2885,,678,1,2241,,753,1488,3010,0,,371,1036,110,9359,190,34,
Feb-2004,30320,223,1673,8,1665,0,1474,191,,1673,843,,617,226,,,,,,,830,,830,,26751,4601,147,4454,,556,5,2495,,993,1502,4720,0,,561,1489,126,12045,94,58,
Mar-2004,31749,599,1074,264,810,0,662,148,,1740,1168,,680,488,,,,,,,572,,572,,28336,4463,11,4452,,1211,4,3078,,582,2496,4911,0,,869,1279,131,12135,195,60,
Apr-2004,34602,1640,1463,6,1456,0,673,783,,1680,929,,556,373,,,,,,,752,,752,,29820,3799,6,3793,,571,3,2746,,1084,1662,8448,0,,1312,1278,115,11248,274,25,
May-2004,32608,809,1024,131,893,0,574,320,,2122,1017,,783,235,,,,,,,1105,,1105,,28653,3791,289,3503,,916,246,3105,,439,2666,8674,0,,1181,1691,121,8705,207,15,
Jun-2004,32087,1349,1646,41,1605,0,738,868,,2054,743,,513,230,,,,,,,1311,,1311,,27038,2286,8,2278,,850,157,4905,,1294,3611,6128,0,,399,1331,136,10715,112,18,
Jul-2004,33468,549,1538,42,1496,0,674,822,,3273,1212,,831,382,,,,,,,2061,,2061,,28108,3383,148,3235,,318,287,3513,,672,2841,5699,0,,924,1274,117,12405,157,31,
